study_accession	has_paper	host_ena_referenced	host_ena_value	host_title_referenced	host_title_value	host_abstract_referenced	host_abstract_value	is_model_organism	model_organism_disease	human_by_biome_label	host_source_summary	host_source_note	sample_host_pattern	n_host_populated	biome_labels
PRJNA695396	False	True	Hypophthalmichthys nobilis	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	39	fish gut metagenome
PRJNA699146	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	48	feces metagenome
PRJNA699440	True	True	Mus musculus	True	mouse (model of metabolic disorder from maternal high-fat diet exposure)	True	mouse (model of metabolic disorder from maternal high-fat diet exposure)	True	metabolic disorder from maternal high-fat diet exposure	False	ENA + paper	[model of metabolic disorder from maternal high-fat diet exposure] Stool samples from adult offspring mice were collected at week 11 and used for 16S rRNA gene sequencing.	UNIFORM	1	mouse gut metagenome
PRJNA699677	True	True	Bombus terrestris	True	bumblebees	True	bumblebees	False		False	ENA + paper	Metagenomic sequencing was performed on individual bumblebee hindguts.	UNIFORM	29	insect gut metagenome
PRJNA704780	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	8	
PRJNA706869	True	True	Capra hircus	True	dairy goats	True	dairy goats	False		False	ENA + paper	Metagenomic samples came from the cecum (hindgut) of 18 lactating dairy goats fed different dietary treatments.	UNIFORM	18	gut metagenome
PRJNA712972	True	True	C57BL/6J	True	mouse (model of intestinal barrier dysfunction)	True	mouse (model of intestinal barrier dysfunction)	True	intestinal barrier dysfunction	False	ENA + paper	[model of intestinal barrier dysfunction] Metagenomic shotgun sequencing was performed on fecal samples from intestinal epithelium-specific Piga-knockout mice and wild-type control mice.	UNIFORM	6	mouse gut metagenome
PRJNA714611	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	fish gut metagenome
PRJNA715601	True	True	Homo sapiens	True	infant	True	infant	False		False	ENA + paper	Metagenomic samples were sequenced from the gut microbiome of 662 Danish children in early life.	UNIFORM	662	human metagenome
PRJNA715658	True	True	Gallus gallus	True	chicken	True	chicken	False		False	ENA + paper	Metagenomic sequencing was performed on 751 chicken gastrointestinal tract (GIT) samples.	UNIFORM	751	gut metagenome
PRJNA717669	True	True	Rattus norvegicus	False		True	wild rodents	False		False	ENA + paper	Sequenced samples came from wild rodents; simulated and mouse model data were used for methodological comparison only.	DIVERSE	12	rat metagenome
PRJNA718160	True	True	Rhinopithecus roxellana	True	Rhinopithecus roxellana	True	Rhinopithecus roxellana	False		False	ENA + paper	Sequenced samples came from gut microbiomes of both captive and wild golden snub-nosed monkeys (Rhinopithecus roxellana).	DIVERSE	28	gut metagenome
PRJNA718322	True	True	Mus musculus	True	mouse; human	True	mouse	False		False	ENA + paper	Metagenomic sequencing (16S and shotgun) was performed on faecal samples from mice exposed to cholesterol; human samples mentioned in title but not sequenced in described methods.	UNIFORM	30	mouse gut metagenome
PRJNA721002	True	False		True	dog; human	True	dog; human	False		True	human-by-biome-label	Metagenomic sequences came from gut microbiota of 13 owned dogs, 16 owners, and 22 kennel dogs in families.	NO_HOST_DATA	0	feces metagenome
PRJNA721235	False	True	Romerolagus diazi	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	4	
PRJNA722063	True	False		True	Przewalski's horses	True	Przewalski's horses	False		False	paper only	Fecal samples were collected from Przewalski's horses before and after anthelmintic treatment for metagenomic sequencing.	NO_HOST_DATA	0	horse metagenome
PRJNA722129	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	93	feces metagenome
PRJNA722684	False	True	Alces?alces	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	59	feces metagenome
PRJNA723218	True	True	Dairy cattle	True	dairy cattle	True	dairy cattle (Bos taurus); Holstein cows	False		False	ENA + paper	Sequenced samples came from gastrointestinal digesta collected from Holstein dairy cows fed different diets.	UNIFORM	144	Bos taurus; gut metagenome
PRJNA723283	True	True	Anas platyrhynchos	True	Linwu duck	True	Linwu duck	False		False	ENA + paper	Metagenomic samples were sequenced from the gut of Linwu ducks that were experimentally treated with LPS and/or ferulic acid supplementation.	UNIFORM_WITH_GAPS	30	gut metagenome
PRJNA723444	True	True	Mice	False		True	animals (model of ulcerative colitis)	True	ulcerative colitis	False	ENA + paper	[model of ulcerative colitis] Sequenced samples came from UC-affected animals used as a disease model for ulcerative colitis.	UNIFORM	17	gut metagenome
PRJNA723631	False	True	Raphanus sativus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	27	feces metagenome; soil metagenome
PRJNA726842	True	True	Macaca mulatta	True	macaques	True	rhesus macaques (Macaca mulatta)	False		False	ENA + paper	Fecal samples were sequenced from free-ranging and zoo-captive rhesus macaques in China.	UNIFORM	7	Macaca mulatta
PRJNA728091	False	True	Cow-dung	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	7	feces metagenome
PRJNA728379	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA728669	True	True	Hermetia illucens	True	Black soldier fly larvae (Hermetia illucens)	True	Black soldier fly larvae (Hermetia illucens)	False		False	ENA + paper	Metagenomic samples were sequenced from the guts of black soldier fly larvae reared on organic waste streams.	UNIFORM	1	Hermetia illucens
PRJNA729899	True	True	Mus musculus	True	C57BL/6 mice	True	C57BL/6 mouse (model of hyperlipidemia)	True	hyperlipidemia	False	ENA + paper	[model of hyperlipidemia] Metagenomics (16S rRNA gene sequencing) was performed on gut samples from C57BL/6 mice in a diet-induced hyperlipidemia model.	UNIFORM	31	mouse gut metagenome
PRJNA730677	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	70	Escherichia coli; feces metagenome
PRJNA730805	True	True	Mus musculus	False		True	mouse (model of diet-induced obesity)	True	diet-induced obesity	False	ENA + paper	[model of diet-induced obesity] Fecal samples for shotgun metagenomic sequencing were collected from mice fed a western diet or chow diet.	UNIFORM	30	gut metagenome
PRJNA731974	True	True	Mus musculus	True	obese mice	True	mouse (model of obesity)	True	obesity	False	ENA + paper	[model of obesity] Metagenomic sequencing was performed on samples from genetically obese mice treated with engineered butyrate-producing bacteria as part of the intervention study.	UNIFORM	12	mouse gut metagenome
PRJNA732531	True	True	Glyptotermes sp.	True	termite	True	termite	False		False	ENA + paper	Metagenome-assembled genomes were recovered from gut metagenomes of 51 termite species (lower and higher termites).	DIVERSE	48	termite gut metagenome
PRJNA734100	False	True	swine	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	18	feces metagenome; soil metagenome
PRJNA734104	True	True	Mouse	True	mouse	True	mouse (model of COVID-19)	True	COVID-19	False	ENA + paper	[model of COVID-19] Fecal metagenomes were sequenced from antibiotic-treated mice to investigate gut microbiota interactions with SARS-CoV-2.	UNIFORM	8	gut metagenome
PRJNA734720	True	True	rats	True	rat	True	rat	False		False	ENA + paper	Metagenome sequencing was performed on fecal samples collected from rats exposed to hypobaric hypoxia in a chamber and from normoxic control rats.	UNIFORM	79	metagenome
PRJNA734860	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Shotgun metagenomic sequencing samples came from 340 human subjects; mice were used only for downstream mechanistic validation.	UNIFORM	343	human gut metagenome
PRJNA736861	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	33	
PRJNA737271	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	20	manure metagenome; pig gut metagenome
PRJNA738554	False	True	C57BL/6 mouse	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	24	feces metagenome
PRJNA738608	True	True	Canis lupus familiaris	True	canid	True	dog	False		False	ENA + paper	Fecal microbiome sequences from pet dogs (South Africa), shelter/stray dogs (India), village dogs (Laos), and dogs in a veterinary medical school dietary experiment.	UNIFORM	107	gut metagenome
PRJNA738684	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	52	feces metagenome
PRJNA739153	True	True	Mus musculus	True	mouse	True	mouse	False		False	ENA + paper	Sequenced samples came from gut microbiota of mice of different ages in a meta-analysis of publicly available 16S rRNA gene sequencing data.	UNIFORM	20	mouse gut metagenome
PRJNA741606	True	True	Capra hircus	True	goat	True	goat	False		False	ENA + paper	Metagenomics sequencing was performed on rumen content samples collected directly from goat kids at multiple timepoints during early life.	UNIFORM	43	gut metagenome
PRJNA741607	False	True	rat	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	59	feces metagenome
PRJNA741822	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	123	feces metagenome
PRJNA741980	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	28	pig gut metagenome; viral metagenome
PRJNA744213	True	True	Mus musculus	True	mouse	True	mouse	True		False	ENA + paper	[model organism, disease unnamed] Faecal metagenomics were sequenced from a genetically diverse mouse population; no specific disease model is mentioned.	UNIFORM	297	mouse gut metagenome
PRJNA744219	True	True	Bos taurus	True	beef cattle	True	beef cattle	False		False	ENA + paper	Sequenced samples were fecal/rectal samples collected from eight pregnant Angus × Simmental cows and heifers before and after fescue toxicosis induction.	UNIFORM	16	bovine gut metagenome
PRJNA744378	True	True	Rhodnius prolixus	True	Rhodnius prolixus	True	Rhodnius prolixus	False		False	ENA + paper	Metagenome shotgun sequencing was performed on intestinal samples from Rhodnius prolixus insects exposed to Trypanosoma parasites.	UNIFORM	30	insect metagenome
PRJNA748109	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	5	chicken gut metagenome
PRJNA750156	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	
PRJNA750644	True	True	Pardosa agraria	True	wolf spider	True	Pardosa agraria; Pardosa laura	False		False	ENA + paper	Metagenomic sequences were obtained from the gut microbiota of two Pardosa wolf spider species from different ecosystems.	DIVERSE	6	spider metagenome
PRJNA751718	True	True	Vespa mandarinia	True	Vespa mandarinia	True	Vespa mandarinia	False		False	ENA + paper	Gut microbiota samples were collected from Vespa mandarinia wasps at three different developmental stages (larval, pupal, and adult).	UNIFORM	2	insect gut metagenome
PRJNA752224	True	False		True	marsupials	True	marsupials	False		False	paper only	Fecal microbiome samples were sequenced from 14 marsupial species (predominantly captive animals).	NO_HOST_DATA	0	gut metagenome
PRJNA753312	True	True	Bos taurus	True	cow; mouse (model of mastitis)	True	cow; mouse (model of mastitis)	True	mastitis	False	ENA + paper	[model of mastitis] Sequenced samples came from both dairy cows (fecal and milk) and mice that received cow microbiota transplants.	DIVERSE	24	gut metagenome; milk metagenome; mouse metagenome
PRJNA755866	False	True	Myotis daubentonii	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	10	feces metagenome
PRJNA756556	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	38	
PRJNA757176	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	12	
PRJNA757579	False	True	mouse	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	162	feces metagenome
PRJNA758898	True	True	Felis catus	True	cat	True	cat	False		False	ENA + paper	Whole-genome shotgun metagenomic sequencing was performed on fecal samples from eight overweight/obese and eight normal domestic cats.	UNIFORM	16	gut metagenome
PRJNA760651	True	True	Jinhua pig	True	pig	True	pig	False		False	ENA + paper	Metagenomic sequencing was performed on colon content samples collected from 10 Jinhua pigs (5 high-fat and 5 low-fat).	UNIFORM	10	
PRJNA761967	True	True	Gallus gallus domesticus	True	broiler chicken	True	broiler chicken	False		False	ENA + paper	Shotgun metagenomics sequencing was performed on cecal samples from broiler chickens treated with different doses of enrofloxacin with or without synbiotic supplementation.	UNIFORM	84	
PRJNA763692	True	True	Homo sapiens	True	pig	True	pig	False		False	ENA + paper	Metagenomic sequences came from 5784 pig gut samples used to construct the unified pig gastrointestinal genome (UPGG) catalog.	DIVERSE	1859	archaeon; bacterium; feces metagenome
PRJNA769425	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	18	pig gut metagenome
PRJNA769748	False	True	mouse	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	70	feces metagenome
PRJNA769968	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	222	
PRJNA770101	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	71	feces metagenome
PRJNA772288	False	True	Domestic animals	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	4	Enterobacteriaceae bacterium; feces metagenome; pond metagenome; soil metagenome
PRJNA772888	True	True	Prionailurus bengalensis	True	Eurasian otter (Lutra lutra); leopard cat (Prionailurus bengalensis)	True	Eurasian otter (Lutra lutra); leopard cat (Prionailurus bengalensis)	False		False	ENA + paper	Metagenomic sequencing was performed on environmental feces collected from wild Eurasian otters and leopard cats.	DIVERSE	18	
PRJNA773596	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	83	feces metagenome
PRJNA777422	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA777737	False	True	Ochotona curzoniae	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	26	feces metagenome
PRJNA778431	False	True	swine	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	12	feces metagenome
PRJNA778925	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA779106	False	True	piglet	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	236	feces metagenome
PRJNA779845	True	True	Gallus gallus	True	broiler	True	broiler	False		False	ENA + paper	Metagenomic shotgun sequencing was performed on intestinal segment contents from 20 broiler chickens (10 obese-line and 10 lean-line), making broilers the direct source of sequenced samples.	UNIFORM	80	gut metagenome
PRJNA782061	False	True	Ctenopharyngodon idella	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	6	fish gut metagenome
PRJNA782533	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA783381	True	True	sheep101	True	sheep	True	sheep	True	MSTN deficiency	False	ENA + paper	[model of MSTN deficiency] Metagenomic sequencing was performed directly on MSTN-edited and wild-type sheep gut samples.	DIVERSE	32	sheep gut metagenome
PRJNA784741	True	True	Mus musculus	True	mouse (model of lupus)	True	mouse (model of lupus)	True	lupus	False	ENA + paper	[model of lupus] Metagenomic sequencing was performed on fecal/gut microbiota from pristane-induced lupus model mice after fecal microbiota transplantation.	UNIFORM	28	mouse gut metagenome
PRJNA786358	True	True	Bos taurus	True	dairy cow	True	dairy cow	False		False	ENA + paper	Sequenced samples (16S rRNA, metagenomics, metabolomics) came from fecal microbiota of postpartum dairy cows; mice received only a downstream FMT experiment.	UNIFORM	2	
PRJNA786887	True	True	Felis catus	True	cat	True	cat	False		False	ENA + paper	The sequenced samples (fecal microbiome) came from 20 healthy adult cats randomized into two dietary groups.	UNIFORM	40	
PRJNA787384	True	True	Rhinopithecus bieti	True	Yunnan snub-nosed monkey; bamboo-eating panda	True	Yunnan snub-nosed monkey; bamboo-eating panda	False		False	ENA + paper	Sequenced samples came from gut microbiomes of wild Yunnan snub-nosed monkey populations in Weixi County, China, and wild bamboo-eating panda populations.	UNIFORM	24	gut metagenome
PRJNA787952	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Shotgun metagenomic sequencing was performed on serial stool samples from 20 HCT patients randomized to gut decontamination or control arms.	UNIFORM	155	
PRJNA788462	True	True	Sus scrofa	True	growing pigs	True	growing pigs	False		False	ENA + paper	Metagenomic sequencing was performed directly on fecal samples collected from growing pigs.	UNIFORM	216	pig gut metagenome
PRJNA788958	True	True	Equus caballus	True	horse	True	horse	False		False	ENA + paper	Fecal samples were collected from Quarter horses (n=20) at multiple timepoints and subjected to Nanopore shotgun metagenomics.	UNIFORM	135	gut metagenome
PRJNA788972	True	True	Homo sapiens	True	human	True	human	False		False	ENA + paper	Sequenced samples were stool samples from 77 crew members during seafaring expeditions.	UNIFORM	2	human gut metagenome
PRJNA792023	True	True	Gallus gallus	True	broiler chicks	True	broiler chicks	False		False	ENA + paper	Metagenomic samples were sequenced from the gut (fecal and cecal) of broiler chicks in the probiotic treatment experiment.	UNIFORM	29	chicken gut metagenome
PRJNA792486	False	True	Black goat	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	45	goat gut metagenome; pig gut metagenome
PRJNA793776	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Sequenced samples were fecal and colonic biopsy metagenomes from treatment-naive Crohn's disease patients; mice were used only for downstream mechanistic validation.	UNIFORM	130	Homo sapiens
PRJNA794972	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	fish gut metagenome
PRJNA795985	True	True	Homo sapiens	True	vertebrate	True	vertebrate (carnivores, omnivores, birds)	False		False	ENA + paper	Sequenced samples came from gut metagenomes across 14 vertebrate species including carnivores, omnivores, and birds.	UNIFORM	290	human gut metagenome
PRJNA796172	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	48	feces metagenome
PRJNA798875	False	True	broiler	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	2	chicken gut metagenome
PRJNA799796	True	True	Mus musculus	False		True	mouse (model of colorectal cancer)	True	colorectal cancer	False	ENA + paper	[model of colorectal cancer] Metagenomic and metabolomic analyses were performed on samples from tumor-bearing mice treated with FMT and/or anti-PD-1 therapy.	UNIFORM	40	mouse gut metagenome
PRJNA801062	True	True	Rattus norvegicus	True	rat (model of collagen-induced arthritis)	True	rat (model of collagen-induced arthritis)	True	collagen-induced arthritis	False	ENA + paper	[model of collagen-induced arthritis] Metagenomic sequencing was performed on gut microbiota samples from collagen-induced arthritis rat models with or without spleen deficiency, treated with Xiong Fu Powder.	UNIFORM	10	Rattus norvegicus
PRJNA801070	True	True	Zophobas morio	True	superworm (Zophobas morio)	True	superworm (Zophobas morio)	False		False	ENA + paper	Metagenomic samples were sequenced from the gut microbiome of superworms reared on different diets including styrofoam.	UNIFORM	14	insect gut metagenome
PRJNA801645	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	12	feces metagenome
PRJNA801914	False	True	piglet	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	24	feces metagenome
PRJNA804100	True	True	Micropterus salmoides	True	freshwater mussels; host fish	True	Lampsilis cardium; Micropterus salmoides	False		False	ENA + paper	Gut microbiota samples were sequenced from both freshwater mussels (Lampsilis cardium) and their host fish (Micropterus salmoides) after contaminant exposure.	DIVERSE	53	
PRJNA805352	True	True	Cnaphalocrocis medinalis	True	Cnaphalocrocis medinalis	True	Cnaphalocrocis medinalis	False		False	ENA + paper	Metagenomic samples were sequenced from the gut microbiota of the rice leafroller insect Cnaphalocrocis medinalis during baculovirus infection.	UNIFORM	1	insect gut metagenome
PRJNA806371	False	True	Danio rerio	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	5	fish gut metagenome
PRJNA806482	False	True	RAT	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	18	feces metagenome
PRJNA807368	True	True	Sus scrofa domesticus	True	weaned piglets	True	weaned piglets	False		False	ENA + paper	Metagenomic sequencing was performed on rectal samples from Duorc × (Landrace × Large White) weaned piglets in control and berberine-supplemented groups.	UNIFORM	12	
PRJNA809514	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	feces metagenome
PRJNA809764	True	True	Mus musculus	False		True	mouse (model of immunosuppression)	True	immunosuppression	False	ENA + paper	[model of immunosuppression] Metagenomic samples were sequenced from gut lumen and circulation of mice treated with tacrolimus and/or antibiotics to profile metabolic changes in an immunosuppressed environment.	UNIFORM	132	mouse metagenome
PRJNA811648	True	False		False		True	mouse (model of periodontitis)	True	periodontitis	False	paper only	[model of periodontitis] Metagenomic sequencing was performed on fecal samples from mice administered P. gingivalis.	NO_HOST_DATA	0	gut metagenome
PRJNA811727	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	96	feces metagenome
PRJNA812273	False	True	Nomascus hainanus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	1	feces metagenome
PRJNA812583	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	12	
PRJNA813004	True	True	Angus cattle	True	Angus cattle; Xinjiang brown cattle	True	Angus cattle; Xinjiang brown cattle	False		False	ENA + paper	Metagenomics samples came from rectal feces of 18-month-old male Angus cattle and Xinjiang brown cattle raised under identical conditions.	DIVERSE	10	
PRJNA814825	True	True	Equus przewalskii	True	wild horses; Asiatic wild asses	True	Przewalski's horses; Asiatic wild asses	False		False	ENA + paper	Metagenomic shotgun sequencing was performed on gut microbiome samples from sympatric Przewalski's horses and Asiatic wild asses in the Gobi Desert Steppe.	DIVERSE	15	gut metagenome
PRJNA815745	False	True	Sow	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	222	feces metagenome
PRJNA816829	True	False		False		True	rat (model of osteoporosis)	True	osteoporosis	False	paper only	[model of osteoporosis] Metagenomic and metabolomic samples were sequenced from gut microbiota of ovariectomized (OVX) rats, a model of osteoporosis.	NO_HOST_DATA	0	rat gut metagenome
PRJNA818062	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	45	feces metagenome
PRJNA820553	False	True	Equus asinus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE_AND_SPARSE	9	feces metagenome
PRJNA821230	True	True	Felis catus	True	cat	True	domestic short-haired cat	False		False	ENA + paper	Fecal samples for metagenomic sequencing came from eight domestic short-haired cats housed in a research facility.	UNIFORM	16	gut metagenome
PRJNA821272	False	True	Mice	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	30	feces metagenome
PRJNA821505	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	156	chicken gut metagenome
PRJNA821641	True	True	Sus scrofa	True	pig	True	pig	False		False	ENA + paper	Shotgun metagenomic sequences were generated from fecal samples of piglets 7 days postweaning across three trials.	UNIFORM	75	gut metagenome; metagenome
PRJNA822495	False	True	shrimp	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	3	feces metagenome
PRJNA822929	True	True	Bos grunniens	True	Zhongdian yak cows	True	Zhongdian yak cows	False		False	ENA + paper	Gut samples were collected from ten Zhongdian yak cows via rectal palpation for metagenomics analysis.	UNIFORM	10	bovine gut metagenome
PRJNA823519	True	True	Sus scrofa	True	domestic pig (Sus scrofa); common carp (Cyprinus carpio)	True	domestic pig (Sus scrofa); common carp (Cyprinus carpio)	False		False	ENA + paper	Sequenced samples were intestinal content from 12 domestic pigs and 1 common carp.	DIVERSE	16	gut metagenome
PRJNA825121	False	True	shrimp	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	3	feces metagenome
PRJNA825132	False	True	shrimp	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	3	feces metagenome
PRJNA825133	False	True	Gallus gallus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	4	dust metagenome; feces metagenome
PRJNA825520	True	True	Bos taurus	True	cattle	True	cattle	False		False	ENA + paper	Metagenomics samples were collected as fecal samples from dairy cows at multiple timepoints during dry-off and lactation.	UNIFORM	159	bovine gut metagenome
PRJNA825732	False	True	Anguilla anguilla	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	50	fish gut metagenome
PRJNA827933	False	True	mouse	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	9	feces metagenome
PRJNA828385	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	12	pig gut metagenome; pig metagenome
PRJNA831632	False	True	Hoolock tianxing	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	145	
PRJNA835973	False	True	rat	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	16	feces metagenome
PRJNA841806	True	True	Gallus gallus	True	chicken	True	chicken	False		False	ENA + paper	Metagenomic samples were collected from birds (chickens), carcasses, and environments at chicken farms and abattoirs in China.	DIVERSE	361	
PRJNA843079	True	True	Mus musculus	True	mouse (model of colitis)	True	mouse (model of IBD)	True	colitis	False	ENA + paper	[model of colitis] Metagenomic samples were sequenced directly from dysbiotic IBD mouse models.	UNIFORM	51	mouse gut metagenome
PRJNA843354	True	True	Bos taurus	True	Simmental calf	True	Simmental calf	False		False	ENA + paper	Fecal metagenomic samples were sequenced from diarrheic and healthy Simmental calves.	UNIFORM	32	bovine gut metagenome
PRJNA843963	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	263	bovine gut metagenome; chicken gut metagenome; feces metagenome; goat gut metagenome; human metagenome; sheep metagenome
PRJNA844176	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	15	pig gut metagenome
PRJNA844237	True	True	RWA-Fecal-Sow1-time1	True	sow	True	sow	False		False	ENA + paper	Fecal and nasopharynx samples were collected from sows in RWA and conventional barns over a 13-month period and subjected to whole genome sequencing.	UNIFORM	40	gut metagenome; upper respiratory tract metagenome
PRJNA844935	True	True	Mus musculus	False		True	human; mouse (model of sepsis)	True	sepsis	False	ENA + paper	[model of sepsis] Sequenced samples came from both aged human subjects and aged mouse models of sepsis.	UNIFORM	16	Enterococcus faecalis; Escherichia coli; metagenome
PRJNA845803	True	True	Grainfed Angus 1	True	beef cattle	True	beef cattle	False		False	ENA + paper	Fecal samples were collected from six grain-fed and six grass-fed Angus beef cattle for viral metagenomic sequencing.	UNIFORM	12	
PRJNA847006	True	True	Sus scrofa	True	neonatal piglets	True	neonatal piglets	False		False	ENA + paper	Metagenomic sequencing was performed on fecal samples from neonatal piglets (both healthy and diarrheal).	UNIFORM	60	gut metagenome
PRJNA847183	False	True	Homo sapiens	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	24	feces metagenome
PRJNA847753	True	True	seagull	True	migratory seagulls	True	migratory seagulls	False		False	ENA + paper	Gut microbiome samples were collected from migratory seagulls in Kunming city for metagenomic, DNA virome, and RNA virome sequencing.	UNIFORM	8	gut metagenome
