study_accession	n_samples	n_host_populated	pct_host_complete	n_distinct_hosts	distinct_host_list	sample_host_pattern	seq_type_mix	n_distinct_seq_types	has_genomic	n_genomic	host_pattern_confirmed	host_pattern_llm_note
PRJNA943611	1	1	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA944265	11	11	1.0	1	Mouse	UNIFORM	METAGENOMIC:11	1	False	0	UNIFORM	
PRJNA944612	720	691	0.96	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:720	1	False	0	UNIFORM	
PRJNA945347	36	36	1.0	1	Ctenopharyngodon idella	UNIFORM	METAGENOMIC:36	1	False	0	UNIFORM	
PRJNA945365	15	15	1.0	1	Micropterus salmoides	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA946383	80	80	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:80	1	False	0	UNIFORM	
PRJNA946412	20	20	1.0	1	Felis catus	UNIFORM	METAGENOMIC:20	1	False	0	UNIFORM	
PRJNA947193	44	44	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:44	1	False	0	UNIFORM	
PRJNA947387	27	27	1.0	1	C57BL/6J	UNIFORM	METAGENOMIC:27	1	False	0	UNIFORM	
PRJNA947914	79	79	1.0	1	Salmo salar	UNIFORM	METAGENOMIC:79	1	False	0	UNIFORM	
PRJNA947933	44	44	1.0	1	Gallus gallus domesticus	UNIFORM	METAGENOMIC:44	1	False	0	UNIFORM	
PRJNA948893	6	6	1.0	1	Acrossocheilus fasciatus	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA949809	1	1	1.0	1	Coilia nasus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA951204	1	1	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA951897	15	0	0.0	0		NO_HOST_DATA	METAGENOMIC:15	1	False	0	NO_HOST_DATA	
PRJNA952227	28	28	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJNA953147	20	20	1.0	2	Acutalibacter muris; Helicobacter typhlonius	DIVERSE	METAGENOMIC:20	1	False	0	DIVERSE	These are two distinct bacterial species, not variants of the same organism.
PRJNA953833	369	0	0.0	0		NO_HOST_DATA	METAGENOMIC:210; TRANSCRIPTOMIC:80; METATRANSCRIPTOMIC:79	3	False	0	NO_HOST_DATA	
PRJNA956273	12	12	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA956982	19	19	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:19	1	False	0	UNIFORM	
PRJNA961946	29	29	1.0	1	child	UNIFORM	METAGENOMIC:29	1	False	0	UNIFORM	
PRJNA966790	105	105	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:105	1	False	0	UNIFORM	
PRJNA972320	320	320	1.0	2	Capra hircus; Ovis aries	DIVERSE	METAGENOMIC:320	1	False	0	DIVERSE	Goat and sheep are two distinct species, not variants of the same animal.
PRJNA974094	18	18	1.0	1	Danio rerio	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA974554	72	72	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:72	1	False	0	UNIFORM	
PRJNA974556	52	52	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:52	1	False	0	UNIFORM	
PRJNA977416	21	21	1.0	1	Apis mellifera	UNIFORM	METAGENOMIC:21	1	False	0	UNIFORM	
PRJNA981100	48	48	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA982563	232	232	1.0	3	Dust; Homo sapiens; Sus scrofa	DIVERSE	METAGENOMIC:232	1	False	0	DIVERSE	Three genuinely different entities: an environmental sample, a human, and a pig species.
PRJNA983076	67	67	1.0	46	Acinonyx jubatus; Ailurus fulgens; Aldabrachelys gigantea; Aotus trivirgatus; Astrochelys radiata; Balearica regulorum gibbericeps; Bos grunniens domesticus; Bubo scandiacus; Camelus bactrianus; Canis lupus familiaris; Capra aegagrus hircus; Casuarius casuarius; Chaetophractus villosus; Chelonoides carbonaria; Cyclura cornuta; Dromaius novaehollandiae; Equus caballus; Equus quagga chapmani; Eulemur albifrons; Eulemur macaco; Eulemur rubriventer; Galidia elegans; Gallus gallus; Giraffa camelopardalis; Gorilla gorilla; Lama guanicoe; Lemur catta; Leptailurus serval; Macaca fascicularis; Macropus giganteus; Mandrillus sphinx; Microcebus murinus; Nestor notabilis; Notamacropus rufogriseus; Orycteropus afer; Ovis aries; Panthera onca; Phaecochoerus aethipicus; Rhea americana; Rousettus aegyptiacus; Saimiri boliviensis; Spheniscus humboldti; Suricata suricatta; Tapirus terrestris; Tragelaphus oryx; Varecia variegata	DIVERSE	METAGENOMIC:67	1	False	0	DIVERSE	46 distinct animal species from a zoo/wildlife study with no general-vs-specific or name-variant conflicts.
PRJNA983093	194	194	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:194	1	False	0	UNIFORM	
PRJNA983744	18	18	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA984595	92	84	0.913	1	Sus scrofa	UNIFORM	METAGENOMIC:92	1	False	0	UNIFORM	
PRJNA986525	17	17	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:17	1	False	0	UNIFORM	
PRJNA987703	1	1	1.0	1	Bathycoelia distincta	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA987743	104	104	1.0	1	Bos indicus	UNIFORM	METAGENOMIC:104	1	False	0	UNIFORM	
PRJNA988023	90	90	1.0	1	Meleagris gallopavo	UNIFORM	METAGENOMIC:90	1	False	0	UNIFORM	
PRJNA988937	35	23	0.657	2	Gallus gallus; fish	DIVERSE_AND_SPARSE	METAGENOMIC:35	1	False	0	DIVERSE_AND_SPARSE	Gallus gallus (chicken) and fish are distinct animal taxa with no containment relationship.
PRJNA990717	12	0	0.0	0		NO_HOST_DATA	METAGENOMIC:12	1	False	0	NO_HOST_DATA	
PRJNA991262	11	0	0.0	0		NO_HOST_DATA	METAGENOMIC:11	1	False	0	NO_HOST_DATA	
PRJNA991276	8	8	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA991623	24	0	0.0	0		NO_HOST_DATA	METAGENOMIC:24	1	False	0	NO_HOST_DATA	
PRJNA995784	52	52	1.0	1	Mus musculus musculus	UNIFORM	METAGENOMIC:52	1	False	0	UNIFORM	
PRJNA996880	419	419	1.0	417	mouse_100;mouse 100; mouse_101;mouse 101; mouse_102;mouse 102; mouse_103;mouse 103; mouse_104;mouse 104; mouse_105;mouse 105; mouse_106;mouse 106; mouse_107;mouse 107; mouse_108;mouse 108; mouse_109;mouse 109; mouse_10;mouse 10; mouse_110;mouse 110; mouse_111;mouse 111; mouse_112;mouse 112; mouse_113;mouse 113; mouse_114;mouse 114; mouse_115;mouse 115; mouse_116;mouse 116; mouse_117;mouse 117; mouse_118;mouse 118; mouse_119;mouse 119; mouse_11;mouse 11; mouse_120;mouse 120; mouse_121;mouse 121; mouse_122;mouse 122; mouse_123;mouse 123; mouse_124;mouse 124; mouse_125;mouse 125; mouse_126;mouse 126; mouse_127;mouse 127; mouse_128;mouse 128; mouse_129;mouse 129; mouse_12;mouse 12; mouse_130;mouse 130; mouse_131;mouse 131; mouse_132;mouse 132; mouse_133;mouse 133; mouse_134;mouse 134; mouse_135;mouse 135; mouse_136;mouse 136; mouse_137;mouse 137; mouse_138;mouse 138; mouse_139;mouse 139; mouse_13;mouse 13; mouse_140;mouse 140; mouse_141;mouse 141; mouse_142;mouse 142; mouse_143;mouse 143; mouse_144;mouse 144; mouse_145;mouse 145; mouse_146;mouse 146; mouse_147;mouse 147; mouse_148;mouse 148; mouse_149;mouse 149; mouse_14;mouse 14; mouse_150;mouse 150; mouse_151;mouse 151; mouse_152;mouse 152; mouse_153;mouse 153; mouse_154;mouse 154; mouse_155;mouse 155; mouse_156;mouse 156; mouse_157;mouse 157; mouse_158;mouse 158; mouse_159;mouse 159; mouse_15;mouse 15; mouse_160;mouse 160; mouse_161;mouse 161; mouse_162;mouse 162; mouse_163;mouse 163; mouse_164;mouse 164; mouse_165;mouse 165; mouse_166;mouse 166; mouse_167;mouse 167; mouse_168;mouse 168; mouse_169;mouse 169; mouse_16;mouse 16; mouse_170;mouse 170; mouse_171;mouse 171; mouse_172;mouse 172; mouse_173;mouse 173; mouse_174;mouse 174; mouse_175;mouse 175; mouse_176;mouse 176; mouse_177;mouse 177; mouse_178;mouse 178; mouse_179;mouse 179; mouse_17;mouse 17; mouse_180;mouse 180; mouse_181;mouse 181; mouse_182;mouse 182; mouse_183;mouse 183; mouse_184;mouse 184; mouse_185;mouse 185; mouse_186;mouse 186; mouse_187;mouse 187; mouse_188;mouse 188; mouse_189;mouse 189; mouse_18;mouse 18; mouse_190;mouse 190; mouse_191;mouse 191; mouse_192;mouse 192; mouse_193;mouse 193; mouse_194;mouse 194; mouse_195;mouse 195; mouse_196;mouse 196; mouse_197;mouse 197; mouse_198;mouse 198; mouse_199;mouse 199; mouse_19;mouse 19; mouse_1;mouse 1; mouse_200;mouse 200; mouse_201;mouse 201; mouse_202;mouse 202; mouse_203;mouse 203; mouse_204;mouse 204; mouse_205;mouse 205; mouse_206;mouse 206; mouse_207;mouse 207; mouse_208;mouse 208; mouse_209;mouse 209; mouse_20;mouse 20; mouse_210;mouse 210; mouse_211;mouse 211; mouse_212;mouse 212; mouse_213;mouse 213; mouse_214;mouse 214; mouse_215;mouse 215; mouse_216;mouse 216; mouse_217;mouse 217; mouse_218;mouse 218; mouse_219;mouse 219; mouse_21;mouse 21; mouse_220;mouse 220; mouse_221;mouse 221; mouse_222;mouse 222; mouse_223;mouse 223; mouse_224;mouse 224; mouse_225;mouse 225; mouse_226;mouse 226; mouse_227;mouse 227; mouse_228;mouse 228; mouse_229;mouse 229; mouse_22;mouse 22; mouse_230;mouse 230; mouse_231;mouse 231; mouse_232;mouse 232; mouse_233;mouse 233; mouse_234;mouse 234; mouse_235;mouse 235; mouse_236;mouse 236; mouse_237;mouse 237; mouse_238;mouse 238; mouse_239;mouse 239; mouse_23;mouse 23; mouse_240;mouse 240; mouse_241;mouse 241; mouse_242;mouse 242; mouse_243;mouse 243; mouse_244;mouse 244; mouse_245;mouse 245; mouse_246;mouse 246; mouse_247;mouse 247; mouse_248;mouse 248; mouse_249;mouse 249; mouse_24;mouse 24; mouse_250;mouse 250; mouse_251;mouse 251; mouse_252;mouse 252; mouse_253;mouse 253; mouse_254;mouse 254; mouse_255;mouse 255; mouse_256;mouse 256; mouse_257;mouse 257; mouse_258;mouse 258; mouse_259;mouse 259; mouse_25;mouse 25; mouse_260;mouse 260; mouse_261;mouse 261; mouse_262;mouse 262; mouse_263;mouse 263; mouse_264;mouse 264; mouse_265;mouse 265; mouse_266;mouse 266; mouse_267;mouse 267; mouse_268;mouse 268; mouse_269;mouse 269; mouse_26;mouse 26; mouse_270;mouse 270; mouse_271;mouse 271; mouse_272;mouse 272; mouse_273;mouse 273; mouse_274;mouse 274; mouse_275;mouse 275; mouse_276;mouse 276; mouse_277;mouse 277; mouse_278;mouse 278; mouse_279;mouse 279; mouse_27;mouse 27; mouse_280;mouse 280; mouse_281;mouse 281; mouse_282;mouse 282; mouse_283;mouse 283; mouse_284;mouse 284; mouse_285;mouse 285; mouse_286;mouse 286; mouse_287;mouse 287; mouse_288;mouse 288; mouse_289;mouse 289; mouse_28;mouse 28; mouse_290;mouse 290; mouse_291;mouse 291; mouse_292;mouse 292; mouse_293;mouse 293; mouse_294;mouse 294; mouse_295;mouse 295; mouse_296;mouse 296; mouse_297;mouse 297; mouse_298;mouse 298; mouse_299;mouse 299; mouse_29;mouse 29; mouse_2;mouse 2; mouse_300;mouse 300; mouse_301;mouse 301; mouse_302;mouse 302; mouse_303;mouse 303; mouse_304;mouse 304; mouse_305;mouse 305; mouse_306;mouse 306; mouse_307;mouse 307; mouse_308;mouse 308; mouse_309;mouse 309; mouse_30;mouse 30; mouse_310;mouse 310; mouse_311;mouse 311; mouse_312;mouse 312; mouse_313;mouse 313; mouse_314;mouse 314; mouse_315;mouse 315; mouse_316;mouse 316; mouse_317;mouse 317; mouse_318;mouse 318; mouse_319;mouse 319; mouse_31;mouse 31; mouse_320;mouse 320; mouse_321;mouse 321; mouse_322;mouse 322; mouse_323;mouse 323; mouse_324;mouse 324; mouse_325;mouse 325; mouse_326;mouse 326; mouse_327;mouse 327; mouse_328;mouse 328; mouse_329;mouse 329; mouse_32;mouse 32; mouse_330;mouse 330; mouse_331;mouse 331; mouse_332;mouse 332; mouse_333;mouse 333; mouse_334;mouse 334; mouse_335;mouse 335; mouse_336;mouse 336; mouse_337;mouse 337; mouse_338;mouse 338; mouse_339;mouse 339; mouse_33;mouse 33; mouse_340;mouse 340; mouse_341;mouse 341; mouse_342;mouse 342; mouse_343;mouse 343; mouse_344;mouse 344; mouse_345;mouse 345; mouse_346;mouse 346; mouse_347;mouse 347; mouse_348;mouse 348; mouse_349;mouse 349; mouse_34;mouse 34; mouse_350;mouse 350; mouse_351;mouse 351; mouse_352;mouse 352; mouse_353;mouse 353; mouse_354;mouse 354; mouse_355;mouse 355; mouse_356;mouse 356; mouse_357;mouse 357; mouse_358;mouse 358; mouse_359;mouse 359; mouse_35;mouse 35; mouse_360;mouse 360; mouse_361;mouse 361; mouse_362;mouse 362; mouse_363;mouse 363; mouse_364;mouse 364; mouse_365;mouse 365; mouse_366;mouse 366; mouse_367;mouse 367; mouse_368;mouse 368; mouse_369;mouse 369; mouse_36;mouse 36; mouse_370;mouse 370; mouse_371;mouse 371; mouse_372;mouse 372; mouse_373;mouse 373; mouse_374;mouse 374; mouse_375;mouse 375; mouse_376;mouse 376; mouse_377;mouse 377; mouse_378;mouse 378; mouse_379;mouse 379; mouse_37;mouse 37; mouse_380;mouse 380; mouse_381;mouse 381; mouse_382;mouse 382; mouse_383;mouse 383; mouse_384;mouse 384; mouse_385;mouse 385; mouse_386;mouse 386; mouse_387;mouse 387; mouse_388;mouse 388; mouse_389;mouse 389; mouse_38;mouse 38; mouse_390;mouse 390; mouse_391;mouse 391; mouse_392;mouse 392; mouse_393;mouse 393; mouse_394;mouse 394; mouse_395;mouse 395; mouse_396;mouse 396; mouse_397;mouse 397; mouse_398;mouse 398; mouse_399;mouse 399; mouse_39;mouse 39; mouse_3;mouse 3; mouse_400;mouse 400; mouse_401;mouse 401; mouse_402;mouse 402; mouse_403;mouse 403; mouse_404;mouse 404; mouse_405;mouse 405; mouse_406;mouse 406; mouse_407;mouse 407; mouse_408;mouse 408; mouse_409;mouse 409; mouse_40;mouse 40; mouse_411;mouse 411; mouse_412;mouse 412; mouse_413;mouse 413; mouse_414;mouse 414; mouse_416;mouse 416; mouse_417;mouse 417; mouse_418;mouse 418; mouse_419;mouse 419; mouse_41;mouse 41; mouse_42;mouse 42; mouse_43;mouse 43; mouse_44;mouse 44; mouse_45;mouse 45; mouse_46;mouse 46; mouse_47;mouse 47; mouse_48;mouse 48; mouse_49;mouse 49; mouse_4;mouse 4; mouse_50;mouse 50; mouse_51;mouse 51; mouse_52;mouse 52; mouse_53;mouse 53; mouse_54;mouse 54; mouse_55;mouse 55; mouse_56;mouse 56; mouse_57;mouse 57; mouse_58;mouse 58; mouse_59;mouse 59; mouse_5;mouse 5; mouse_60;mouse 60; mouse_61;mouse 61; mouse_62;mouse 62; mouse_63;mouse 63; mouse_64;mouse 64; mouse_65;mouse 65; mouse_66;mouse 66; mouse_67;mouse 67; mouse_68;mouse 68; mouse_69;mouse 69; mouse_6;mouse 6; mouse_70;mouse 70; mouse_71;mouse 71; mouse_72;mouse 72; mouse_73;mouse 73; mouse_74;mouse 74; mouse_75;mouse 75; mouse_76;mouse 76; mouse_77;mouse 77; mouse_78;mouse 78; mouse_79;mouse 79; mouse_7;mouse 7; mouse_80;mouse 80; mouse_81;mouse 81; mouse_82;mouse 82; mouse_83;mouse 83; mouse_84;mouse 84; mouse_85;mouse 85; mouse_86;mouse 86; mouse_87;mouse 87; mouse_88;mouse 88; mouse_89;mouse 89; mouse_8;mouse 8; mouse_90;mouse 90; mouse_91;mouse 91; mouse_92;mouse 92; mouse_93;mouse 93; mouse_94;mouse 94; mouse_95;mouse 95; mouse_96;mouse 96; mouse_97;mouse 97; mouse_98;mouse 98; mouse_99;mouse 99; mouse_9;mouse 9	DIVERSE	METAGENOMIC:419	1	False	0	UNIFORM	All labels are individual mouse identifiers (mouse_1 through mouse_419) representing different specimens of the same species, not genuinely different animals.
PRJNA997718	13	13	1.0	1	Trachypithecus francoisi	UNIFORM	METAGENOMIC:13	1	False	0	UNIFORM	
PRJNA999451	9	0	0.0	0		NO_HOST_DATA	METAGENOMIC:9	1	False	0	NO_HOST_DATA	
PRJNA999720	120	120	1.0	1	Apis mellifera	UNIFORM	METAGENOMIC:120	1	False	0	UNIFORM	
